titles,links,text,prices
Kern Paillard Switar 75mm F/1.9 lens,https://fotohandeldelfshaven.nl/product/kern-paillard-switar-75mm-f-1-9-lens/,"
Kern Paillard Switar 75mm F/1.9 lens

Price: €150,00Kern Switar lens 75mm F/1.9 sold as outlet item. The lens is still in usuable condition, with caution/flaws. There is a mini dot of fungus inside the lens, might have infinity focus issue as well. Besides that the aperture scale is off and not alligned properly, also DOF scale is  .....
Add to cartKern Paillard Switar 75mm F/1.9 lensMaartenOctober 3, 2023October 3, 2023","Price: €150,00"
"Bronica Zenzanon MC 105mm f/3.5 for ETR, ETRS, etc.",https://fotohandeldelfshaven.nl/product/bronica-zenzanon-mc-105mm-f-3-5-for-etr-etrs-etc/,"
Bronica Zenzanon MC 105mm f/3.5 for ETR, ETRS, etc.

Price: €250,00The 105mm f/3.5 for the Bronica ETR system is a pretty uncommon lens which doesn’t appear for sale that much. This example is in excellent condition with good optics. Lens barrel looks good with only some slight paint loss near the mounting ring. Focus turns smoothly and well dampened. Shutter  .....
Add to cartBronica Zenzanon MC 105mm f/3.5 for ETR, ETRS, etc.MaartenOctober 3, 2023October 3, 2023","Price: €250,00"
"Steinheil Culminar 85mm f/2.8 VL lens, LTM",https://fotohandeldelfshaven.nl/product/steinheil-culminar-85mm-f-2-8-vl-lens-ltm/,"
Steinheil Culminar 85mm f/2.8 VL lens, LTM

Price: €120,00The Steinheil Culminar 85mm is a nice small compact rangefinder lens with Leica screw mount. It’s in worn condition with general wear to chrome parts, mainly the front ring. Optics have some internal marks, and some internal dust too, both probably not effecting pictures but maybe lower contrast than usual.  .....
Add to cartSteinheil Culminar 85mm f/2.8 VL lens, LTMMaartenOctober 3, 2023October 3, 2023","Price: €120,00"
Bronica lens hood for 80mm SQ lenses,https://fotohandeldelfshaven.nl/product/bronica-lens-hood-for-80mm-sq-lenses/,"
Bronica lens hood for 80mm SQ lenses

Price: €30,00Original bronica Square lens hood for the 80mm Bronica lens. In nice shape with the plastic looking good with little wear. Hood mounts on lens correctly. A nice item to have on your Bronica camera.
Add to cartBronica lens hood for 80mm SQ lensesMaartenOctober 3, 2023October 3, 2023","Price: €30,00"
Bronica Speed Grip E for 6×4.5 ETR ETRS ETRSi,https://fotohandeldelfshaven.nl/product/bronica-speed-grip-e-for-6x4-5-etr-etrs-etrsi/,"
Bronica Speed Grip E for 6×4.5 ETR ETRS ETRSi

Price: €30,00A speed grip E for the 6×4.5 format ETR series cameras. in nice condition and comes with the hotshoe cover. Leatherette on grip very slightly peeling on front but otherwise in decent condition. Excellent for using with prism or having a more anatomical grip on your ETRSi camera.
Add to cartBronica Speed Grip E for 6×4.5 ETR ETRS ETRSiMaartenOctober 3, 2023October 3, 2023","Price: €30,00"
Nikon F3 focusing screen type K red dot,https://fotohandeldelfshaven.nl/product/nikon-f3-focusing-screen-type-k-red-dot/,"
Nikon F3 focusing screen type K red dot

Price: €70,00Nikon F3 focusing screen type K. This is the standard screen for F3, but here the Red dot variant which has a brighter vision. In good condition
Add to cartNikon F3 focusing screen type K red dotMaartenOctober 3, 2023October 3, 2023","Price: €70,00"
Nikon DE-4 Titanium Champagne HP finder for Nikon F3,https://fotohandeldelfshaven.nl/product/nikon-de-4-titanium-champagne-hp-finder-for-nikon-f3/,"
Nikon DE-4 Titanium Champagne HP finder for Nikon F3

Price: €250,00Titanium version of the Nikon F3HP finder. Hard to come across separate. This finder does have some visible signs of use, some light marks on the topplate and rubber covers. No big dents, all surface marks. Very clean inside optics, just a few tiny dust specs but no fungus or  .....
Add to cartNikon DE-4 Titanium Champagne HP finder for Nikon F3MaartenOctober 3, 2023October 3, 2023","Price: €250,00"
"Kodak Portra 400NC in 220 format, expired 2002, 5-pack",https://fotohandeldelfshaven.nl/product/kodak-portra-400nc-in-220-format-expired-2002-5-pack/,"
Kodak Portra 400NC in 220 format, expired 2002, 5-pack

Price: €90,005-pack of expired Kodak Portra 400NC films in 220 format. Portra 400NC is the big brother of the current Portra 400, NC standing for natural color, perfect for general photography and portraits. Very hard to find film format nowadays. These packs expired in mid 2002. Come in a box of  .....
Add to cartKodak Portra 400NC in 220 format, expired 2002, 5-packMaartenOctober 3, 2023October 3, 2023","Price: €90,00"
Mamiya 645 Wrist Strap,https://fotohandeldelfshaven.nl/product/mamiya-645-wrist-strap/,"
Mamiya 645 Wrist Strap

Price: €25,00Mamiya wrist strap for use on the 645 Pro, Pro TL, Super cameras. Mounts on 1 of the special mamiya lugs and clips in place when sliding over it, will fit both sides. For use with the speed grip or without. Gives the extra security when shooting outdoors, so the  .....
Add to cartMamiya 645 Wrist StrapMaartenOctober 3, 2023October 3, 2023","Price: €25,00"
Pentacon 135mm f/2.8 M42,https://fotohandeldelfshaven.nl/product/pentacon-135mm-f-2-8-m42/,"
Pentacon 135mm f/2.8 M42

Price: €70,00The Pentacon 135mm f/2.8 is the same optical formula as the Meyer Gorlitz Orestor with slightly updated barrel. The lens has a preset aperture with 15 blades which gives very pleasing bokeh. Cosmetically the barrel has some wear and paint loss. Focus is smooth and well dampened. Optics are in  .....
Add to cartPentacon 135mm f/2.8 M42MaartenOctober 3, 2023October 3, 2023","Price: €70,00"
Nikon F plain prism in black + Nikkor motor + 50mm F/2 non-AI,https://fotohandeldelfshaven.nl/product/nikon-f-plain-prism-in-black-nikkor-motor-50mm-f-2-non-ai/,"
Nikon F plain prism in black + Nikkor motor + 50mm F/2 non-AI

Price:   SoldThe Nikon F in black with a plain prism finder. Beautiful and fully mechanical 35mm SLR. Nowadays often searched for by collectors, since the black versions with this finder are harder to find in nice condition. The Nikkor marked motor drive adds to the rarity of this kit. Despite being  .....
Read moreNikon F plain prism in black + Nikkor motor + 50mm F/2 non-AIMaartenSeptember 26, 2023September 30, 2023",Price:   Sold
"Leica M5 body black, recent CLA",https://fotohandeldelfshaven.nl/product/leica-m5-body-black-recent-cla/,"
Leica M5 body black, recent CLA

Price: €1.600,00Freshly serviced 2-lug version of the Leica M5 in black chrome finish. Pretty much the most controversial Leica M out there, you either hate it or love it. It looks totally different than the classic Leica M rangefinder design. The first M to feature a built in meter and has  .....
Add to cartLeica M5 body black, recent CLAMaartenSeptember 26, 2023September 26, 2023","Price: €1.600,00"
Rolleiflex 4×4 grey,https://fotohandeldelfshaven.nl/product/rolleiflex-4x4-grey/,"
Rolleiflex 4×4 grey

Price: €150,00The beautiful Rolleiflex 4×4, also known as the baby Rolleiflex due to it’s small size. If only it would take regular 35mm film it for sure would be one of the most sought after cameras of today. Unfortunately it requires the hard to find 127 film which is no longer  .....
Add to cartRolleiflex 4×4 greyMaartenSeptember 26, 2023September 26, 2023","Price: €150,00"
Bolex H16 Rex-5 kit with many accessories and extras,https://fotohandeldelfshaven.nl/product/bolex-h16-rex-5-kit-with-many-accs/,"
Bolex H16 Rex-5 kit with many accessories and extras

Price: €3.500,00The Bolex H16 rex 5 is the last and most advanced fully mechanical Bolex camera with the 3 lens turret. Due to it’s spring driven nature it is a very popular choice among cinematographers even today.This kit comes over complete with also the add-on electric motor and batteries. Bulk film  .....
Add to cartBolex H16 Rex-5 kit with many accessories and extrasMaartenSeptember 26, 2023September 27, 2023","Price: €3.500,00"
"Jupiter-12 35mm F/2.8 LTM lens, with caps and case",https://fotohandeldelfshaven.nl/product/jupiter-12-35mm-f-2-8-ltm-lens-with-caps-and-case/,"
Jupiter-12 35mm F/2.8 LTM lens, with caps and case

Price: €150,00The perfect bargain 35mm for your Leica (M) camera. Not only is this lens very affordable, its also a great performer. Very compact little lens. Nice even focus throw and no heavy parts in the focus. Glass is nice and clean, no visible scratches. Aperture opens and closes as intended.  .....
Add to cartJupiter-12 35mm F/2.8 LTM lens, with caps and caseMaartenSeptember 26, 2023September 26, 2023","Price: €150,00"
Mamiya C33 + 135mm lens,https://fotohandeldelfshaven.nl/product/mamiya-c33-135mm-lens/,"
Mamiya C33 + 135mm lens

Price:   SoldA lot like the more well known Mamiya C330 this Mamiya C33 has a bellows focussing system and interchangeable lenses which makes them truly unique under the TLR models. This Mamiya C33 is in a worn condition. Cosmetically it shows it’s age but it has no big damages. Mechanically the  .....
Read moreMamiya C33 + 135mm lensMaartenSeptember 26, 2023September 28, 2023",Price:   Sold
"Leica CL + Summicron-C 40mm F/2, recent CLA",https://fotohandeldelfshaven.nl/product/leica-cl-summicron-c-40mm-f-2-recent-cla/,"
Leica CL + Summicron-C 40mm F/2, recent CLA

Price:   SoldThe Leica CL is the smallest Leica rangefinder with M mount. Made in collab with Minolta and despite being this small still features a built in lightmeter which is also shown in the viewfinder window, like the M5. Shutterspeeds range from 1/1000th to 1/2 and B. Can be used with  .....
Read moreLeica CL + Summicron-C 40mm F/2, recent CLAMaartenSeptember 26, 2023September 26, 2023",Price:   Sold
Rollei 35 Silver w/ Schneider S-Xenar 40mm f/3.5,https://fotohandeldelfshaven.nl/product/rollei-35-silver-w-schneider-s-xenar-40mm-f-3-5/,"
Rollei 35 Silver w/ Schneider S-Xenar 40mm f/3.5

Price:   SoldThis Rollei 35 comes with the highly uncommon S-Xenar lens instead of the usual Tessar lens. The camera comes in a very nice condtion. only a tiny dent to the bottom plate. The shutter is accurate with the slow speeds being about half a stop too slow but this falls  .....
Read moreRollei 35 Silver w/ Schneider S-Xenar 40mm f/3.5MaartenSeptember 26, 2023September 29, 2023",Price:   Sold
Horseman 985 kit w/Professional Topcor 105mm f/3.5 and many accessories,https://fotohandeldelfshaven.nl/product/horseman-985-kit-w-professional-topcor-105mm-f-3-5-and-many-accessories/,"
Horseman 985 kit w/Professional Topcor 105mm f/3.5 and many accessories

Price:   SoldThe Horseman 985 is a compact technical camera capable to shoot up to 6×9 format medium format. The camera comes with a 105mm f/3.5 Professional Topcor lens. The camera is in black finish and is in nice condition. Cosmetically the camera looks good with just a crack on the top  .....
Read moreHorseman 985 kit w/Professional Topcor 105mm f/3.5 and many accessoriesMaartenSeptember 26, 2023September 29, 2023",Price:   Sold
Zenza Bronica GS-1 + Zenzanon-PG 80mm F/3.5 lens,https://fotohandeldelfshaven.nl/product/zenza-bronica-gs-1-zenzanon-pg-80mm-f-3-5-lens/,"
Zenza Bronica GS-1 + Zenzanon-PG 80mm F/3.5 lens

Price: €1.500,00The Bronica GS-1 is a bit less known in the 6×7 camera world but it actually is a very capable machine. The GS-1 looks a lot like its smaller SQ and ETR siblings bit is a bit bigger to accomodate the 6x7cm negative. It shoots the 6×7 aspect ratio in  .....
Add to cartZenza Bronica GS-1 + Zenzanon-PG 80mm F/3.5 lensMaartenSeptember 26, 2023September 26, 2023","Price: €1.500,00"
Minolta MC Tele Rokkor-PF 100mm f/2.5,https://fotohandeldelfshaven.nl/product/minolta-mc-tele-rokkor-pf-100mm-f-2-5/,"
Minolta MC Tele Rokkor-PF 100mm f/2.5

Price: €100,00A all metal outer construction Minolta MC Tele Rokkor-PF 100mm f/2.5. The barrel has some paint loss and wear from previous use. Focus is smooth with good dampening. Aperture works correctly. Optics in good shape with just some slight internal dust. No scratches, fungus or haze. User lens
Add to cartMinolta MC Tele Rokkor-PF 100mm f/2.5MaartenSeptember 26, 2023September 26, 2023","Price: €100,00"
Nikon AF Nikkor 24mm F/2.8 D lens,https://fotohandeldelfshaven.nl/product/nikon-af-nikkor-24mm-f-2-8-d-lens/,"
Nikon AF Nikkor 24mm F/2.8 D lens

Price:   SoldFast and yet compact autofocus prime lens for Nikon F/FX camera’s. Despite being a fairly fast F2.8 and wide angle lens Nikon still managed it to keep it small and lightweight and let it have the same 52mm filter thread als many other Nikkors. Fast and reliable AF performance, tested  .....
Read moreNikon AF Nikkor 24mm F/2.8 D lensMaartenSeptember 26, 2023September 30, 2023",Price:   Sold
Nikon 24mm F/2 AI-S + HR-4 Lenshood,https://fotohandeldelfshaven.nl/product/nikon-24mm-f-2-ai-s-hr-4-lenshood/,"
Nikon 24mm F/2 AI-S + HR-4 Lenshood

Price:   SoldCompact, fast and amazingly performing wide angle lens for your Nikon SLR. Despite being a wide angle lens this little guy still has the traditional 52mm front filter thread and is not much larger than most standard 35 or 50mm prime lenses. Great addition to a kit with a 50mm  .....
Read moreNikon 24mm F/2 AI-S + HR-4 LenshoodMaartenSeptember 26, 2023September 27, 2023",Price:   Sold
Iso Duplex 120 Stereo camera,https://fotohandeldelfshaven.nl/product/iso-duplex-120-stereo-camera/,"
Iso Duplex 120 Stereo camera

Price:   SoldA pretty compact stereo camera that uses 120 film with two 25mm f/6.3 lenses. The camera has 4 shutter speed settings and 4 aperture settings. The shutter fires but does seem a bit irregular but we do consider this a collector camera so this shouldn’t matter that much. Leatherette on  .....
Read moreIso Duplex 120 Stereo cameraMaartenSeptember 26, 2023October 3, 2023",Price:   Sold
Leica Summicron-R 1:2 / 35mm 3-cam,https://fotohandeldelfshaven.nl/product/leica-summicron-r-12-35mm-3-cam/,"
Leica Summicron-R 1:2 / 35mm 3-cam

Price: €1.000,00This 35mm Summicron-R is the second version of this lens model. Better build and With a fast F/2 aperture it is able to create nice shallow depth of fields when shooting close and wide open. This lens became very popular recently due its very likable rendering for digital video as  .....
Add to cartLeica Summicron-R 1:2 / 35mm 3-camMaartenSeptember 26, 2023September 26, 2023","Price: €1.000,00"
Hasselblad 500EL + Zeiss Sonnar 250mm f/5.6 Chrome + 70mm back Outlet,https://fotohandeldelfshaven.nl/product/hasselblad-500el-zeiss-sonnar-250mm-f-5-6-chrome-70mm-back-outlet/,"
Hasselblad 500EL + Zeiss Sonnar 250mm f/5.6 Chrome + 70mm back Outlet

Price: €500,00A Hasselblad 500EL with a chrome Finish Carl Zeiss Sonnar 250mm f/5.6 and a 70mm back. The camera was not tested with batteries by us so functionality is untested. The camera has a old type waist level finder which opens without issues and loupe also works fine. Lens functionality also  .....
Add to cartHasselblad 500EL + Zeiss Sonnar 250mm f/5.6 Chrome + 70mm back OutletMaartenSeptember 26, 2023September 26, 2023","Price: €500,00"
"Leica Macro-Elmarit-R 60mm F/2.8 3-cam, w/ simmod",https://fotohandeldelfshaven.nl/product/leica-macro-elmarit-r-60mm-f-2-8-3-cam-w-simmod/,"
Leica Macro-Elmarit-R 60mm F/2.8 3-cam, w/ simmod

Price: €350,00A 60mm Macro-Elmarit-R lens from leica with 3 cam coupling. The lens has some paint wear on the housing but is working well. Focus is smooth and has no play. Aperture works correctly. Optics are in good shape but a slight internal haze is visible when you shine a bright  .....
Add to cartLeica Macro-Elmarit-R 60mm F/2.8 3-cam, w/ simmodMaartenSeptember 26, 2023September 26, 2023","Price: €350,00"
